IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
109,4,No,9,7,1,Not Placed,67.6
114,5,Yes,8,8,3,Placed,77.4
99,7,No,10,8,4,Not Placed,76.6
88,10,No,0,4,1,Not Placed,51.8
73,2,No,0,4,1,Not Placed,97.5
89,1,No,6,6,1,Not Placed,63.8
90,4,Yes,9,9,3,Not Placed,50.8
101,7,Yes,6,5,3,Not Placed,53.8
94,1,No,3,2,4,Not Placed,79
110,4,No,7,9,0,Not Placed,56.9
90,6,No,4,9,0,Not Placed,52.1
99,6,No,5,1,5,Not Placed,69
117,1,Yes,3,9,4,Placed,81.1
105,7,No,2,7,5,Not Placed,55.6
99,5,No,1,1,0,Not Placed,65.7
90,6,Yes,7,2,2,Not Placed,70.9
90,1,No,10,2,5,Not Placed,58
87,7,Yes,4,8,0,Not Placed,75.3
91,4,No,9,1,3,Not Placed,54.3
111,3,No,5,3,3,Not Placed,52.3
96,4,No,5,1,1,Not Placed,76
79,9,Yes,3,5,3,Not Placed,62.4
126,5,Yes,8,4,2,Not Placed,54.8
104,5,No,6,3,2,Not Placed,71.2
78,8,No,9,8,2,Placed,95.8
93,7,Yes,7,7,1,Not Placed,86.2
101,3,Yes,6,4,0,Not Placed,90.8
125,1,No,3,1,1,Not Placed,93.6
83,2,Yes,8,7,3,Not Placed,98.6
114,3,Yes,1,3,2,Placed,88.2
120,1,No,4,5,1,Not Placed,80.4
90,1,No,1,8,5,Not Placed,68.3
95,8,Yes,7,9,1,Not Placed,59.1
84,8,No,8,10,2,Not Placed,84.3
96,2,Yes,2,10,4,Placed,99.7
99,8,Yes,4,7,2,Not Placed,73.4
109,2,No,8,6,4,Not Placed,86.2
116,5,No,5,5,2,Not Placed,74.8
88,1,No,2,5,0,Not Placed,71.6
70,9,Yes,5,4,4,Not Placed,70.5
99,4,Yes,8,7,4,Not Placed,75.2
104,10,Yes,10,1,5,Not Placed,68.3
103,2,Yes,10,3,1,Not Placed,87.4
95,1,No,9,6,4,Not Placed,93.7
101,6,No,6,10,3,Placed,94.1
122,8,No,3,1,1,Not Placed,61.4
105,4,No,3,7,1,Not Placed,94.8
94,1,No,0,2,5,Not Placed,67.1
92,1,Yes,2,7,0,Not Placed,65.5
97,6,Yes,8,4,1,Not Placed,86.3
124,2,No,0,9,1,Not Placed,65.2
97,5,No,1,5,3,Not Placed,52.6
99,2,No,1,1,1,Not Placed,68.7
92,9,No,7,4,4,Not Placed,86.1
116,2,Yes,5,4,5,Not Placed,66.3
129,5,Yes,6,4,5,Not Placed,81.5
106,4,No,10,3,0,Not Placed,83
101,1,No,3,3,5,Not Placed,86.7
100,10,No,10,10,5,Placed,94.9
64,9,No,3,5,3,Not Placed,71.6
111,3,Yes,3,5,5,Not Placed,58.3
102,10,Yes,5,2,2,Not Placed,65.9
106,8,No,3,10,2,Not Placed,71.6
89,4,No,0,10,2,Placed,85.7
94,9,Yes,0,9,3,Not Placed,50.7
93,5,Yes,7,3,2,Not Placed,65.8
115,2,Yes,1,4,4,Placed,89
94,8,No,8,2,2,Not Placed,83.5
131,4,No,9,8,2,Placed,86.6
106,2,No,7,7,0,Not Placed,90.6
80,6,Yes,0,3,2,Not Placed,89.2
98,1,No,9,5,2,Not Placed,84.1
90,8,Yes,10,1,1,Not Placed,72
67,9,Yes,7,6,4,Not Placed,99.2
123,7,No,8,10,3,Placed,78.5
110,9,Yes,3,6,0,Not Placed,60.1
107,2,Yes,6,5,3,Not Placed,64.6
102,1,No,3,9,2,Placed,84.7
79,7,Yes,2,4,1,Not Placed,96.2
92,4,No,10,2,2,Not Placed,58.9
112,10,Yes,0,7,2,Not Placed,54.1
84,8,No,1,5,5,Not Placed,94.1
62,3,No,6,7,5,Not Placed,95.8
96,7,Yes,5,7,0,Not Placed,63.8
97,7,No,7,7,0,Not Placed,68.9
102,10,Yes,10,3,3,Not Placed,83
110,9,No,2,5,2,Not Placed,66.5
109,4,No,5,1,5,Not Placed,93.9
103,10,No,5,6,3,Not Placed,55.4
117,1,Yes,1,4,2,Not Placed,51.9
77,7,Yes,0,2,0,Not Placed,60.4
107,10,Yes,1,3,1,Not Placed,64.3
109,6,No,8,3,5,Not Placed,55.6
81,1,No,5,1,5,Not Placed,53.3
77,9,Yes,2,7,3,Not Placed,87.8
88,10,Yes,9,10,3,Not Placed,58.2
90,8,Yes,6,3,4,Not Placed,95.7
111,10,Yes,0,7,5,Not Placed,68.4
90,4,No,7,10,4,Placed,83.5
87,5,Yes,9,10,1,Not Placed,61.3
90,8,No,6,9,5,Not Placed,62
116,2,Yes,2,6,4,Not Placed,78.7
100,6,No,3,8,1,Not Placed,78
97,10,Yes,10,1,2,Not Placed,88.4
98,2,No,6,8,4,Placed,87.9
119,8,No,3,8,4,Placed,83.5
88,5,No,4,3,3,Not Placed,72.5
119,10,No,0,6,1,Not Placed,94.5
103,3,Yes,4,6,3,Not Placed,81.1
97,2,Yes,9,7,4,Not Placed,99.5
137,4,No,9,3,5,Placed,91
84,8,No,3,10,2,Not Placed,52.2
94,1,Yes,2,1,0,Not Placed,66
81,10,No,8,9,1,Not Placed,78.6
114,3,No,0,6,1,Not Placed,86.1
125,1,Yes,9,5,2,Not Placed,77.5
125,2,Yes,4,2,2,Placed,89.3
118,10,Yes,9,4,1,Not Placed,64.1
97,7,Yes,1,5,1,Not Placed,59.2
94,1,No,4,10,2,Not Placed,52.7
74,9,Yes,4,4,5,Not Placed,78.7
130,8,No,9,10,2,Placed,84.4
107,1,No,10,4,2,Not Placed,66.3
92,10,No,0,6,4,Not Placed,80.7
119,1,No,3,4,5,Not Placed,52.6
85,2,No,6,9,1,Not Placed,55
106,2,No,0,2,1,Not Placed,85.1
97,6,Yes,9,5,2,Not Placed,68.4
109,1,Yes,1,3,3,Not Placed,83.6
99,4,No,3,8,0,Not Placed,91.6
78,7,Yes,9,3,1,Not Placed,92.6
101,9,Yes,1,8,4,Not Placed,58.6
115,10,No,1,8,0,Not Placed,74.3
99,3,Yes,0,2,3,Not Placed,86.7
111,4,No,1,10,5,Placed,88.7
84,5,Yes,2,7,4,Not Placed,89.2
99,5,No,3,6,2,Not Placed,61.4
90,2,No,0,1,3,Not Placed,59.6
111,5,No,0,2,2,Not Placed,79.5
100,10,No,6,4,4,Not Placed,87.1
110,1,Yes,4,2,4,Not Placed,66
116,7,Yes,6,5,2,Not Placed,55.2
110,5,Yes,9,3,0,Not Placed,85.8
104,6,No,8,6,1,Not Placed,65
85,9,No,0,9,1,Not Placed,58.3
99,3,No,7,10,5,Not Placed,57.4
92,1,No,9,7,4,Not Placed,65.7
94,8,Yes,3,5,3,Not Placed,79.6
94,2,Yes,8,1,2,Not Placed,67.9
85,2,No,1,1,3,Not Placed,51
70,10,No,8,1,2,Not Placed,54.8
89,4,Yes,7,3,3,Not Placed,64.5
102,5,Yes,5,7,5,Not Placed,83
79,1,No,4,9,2,Not Placed,54.9
100,3,No,2,6,4,Not Placed,78
128,8,No,0,7,0,Not Placed,56
115,6,No,5,3,1,Not Placed,60.6
124,3,Yes,9,8,3,Placed,58.6
105,7,No,4,10,5,Not Placed,53.4
117,6,Yes,7,6,1,Not Placed,83.6
89,5,No,0,3,3,Not Placed,73.2
90,8,No,9,2,4,Not Placed,91.6
58,8,No,0,9,5,Not Placed,54.9
117,3,Yes,6,7,4,Not Placed,57.2
123,8,No,7,10,3,Placed,65.3
91,10,Yes,9,10,3,Placed,88.3
96,9,Yes,0,9,3,Not Placed,65.3
88,10,Yes,8,4,5,Not Placed,70.4
105,3,No,6,4,4,Not Placed,65.1
116,8,Yes,6,6,0,Not Placed,54
73,8,Yes,7,2,0,Not Placed,97
106,7,Yes,7,10,3,Not Placed,77.4
95,8,Yes,0,1,2,Not Placed,89.4
101,1,No,3,10,0,Not Placed,82.9
106,3,No,10,3,4,Not Placed,75.7
97,6,No,8,5,4,Not Placed,54.5
98,7,No,2,2,5,Not Placed,82.1
96,7,No,5,9,4,Not Placed,57.8
114,6,No,3,1,1,Not Placed,70.7
106,4,No,0,3,1,Not Placed,81.5
103,5,Yes,2,5,4,Not Placed,89.1
80,9,No,2,1,0,Not Placed,84.3
94,1,Yes,2,4,1,Not Placed,83.6
113,2,No,10,10,2,Placed,57.5
100,5,No,5,1,3,Not Placed,67.3
109,5,Yes,8,7,1,Not Placed,52.1
126,7,Yes,6,1,1,Not Placed,86
115,8,No,6,3,0,Not Placed,97.6
101,10,No,0,4,0,Not Placed,63.2
92,6,No,8,4,2,Not Placed,54.4
61,6,Yes,3,7,5,Not Placed,73.8
97,5,Yes,7,5,2,Not Placed,92.8
95,5,No,0,8,5,Placed,77.6
105,8,No,7,3,2,Not Placed,52.3
97,5,No,8,8,2,Placed,98.7
95,6,No,4,9,1,Not Placed,91.4
73,3,No,6,9,2,Not Placed,56.6
85,5,Yes,10,9,5,Placed,96.1
107,9,Yes,9,1,2,Not Placed,72.5
125,3,No,1,9,4,Placed,68.6
98,8,No,0,8,1,Not Placed,73.1
104,7,Yes,10,2,1,Not Placed,91.7
114,4,Yes,5,3,1,Not Placed,83
87,5,No,8,7,3,Not Placed,53
105,8,Yes,0,3,2,Not Placed,97.9
88,10,No,9,2,5,Not Placed,57.4
112,7,No,0,4,2,Placed,87.3
102,10,No,3,9,2,Placed,81.8
104,10,No,9,2,0,Not Placed,59.4
88,2,No,5,1,0,Not Placed,58.5
110,8,Yes,8,10,0,Not Placed,93.5
131,8,No,1,7,3,Not Placed,71
84,9,No,4,1,2,Not Placed,82.7
94,2,No,6,6,1,Not Placed,75.2
103,4,No,3,5,1,Not Placed,86.4
111,2,No,5,8,4,Placed,74
91,4,Yes,5,3,5,Not Placed,64.4
57,3,No,3,3,0,Not Placed,68.2
120,7,No,3,1,3,Placed,93
111,5,No,8,4,4,Not Placed,73.4
73,7,Yes,10,10,3,Not Placed,60.7
90,2,No,0,10,1,Not Placed,96.7
123,4,No,4,6,5,Placed,89.8
121,6,Yes,10,5,2,Not Placed,52.8
114,5,Yes,8,7,1,Not Placed,99.9
97,2,No,8,10,1,Not Placed,84.7
101,7,No,8,1,0,Not Placed,58
98,2,No,1,3,1,Not Placed,61.9
116,9,Yes,6,4,3,Placed,84.6
86,7,No,9,6,2,Not Placed,89
87,3,No,7,4,0,Not Placed,62
115,6,Yes,0,7,4,Not Placed,62.8
99,5,No,1,10,1,Not Placed,65.4
120,9,No,0,10,0,Placed,79.9
89,3,No,8,3,0,Not Placed,58.6
99,2,No,9,8,0,Not Placed,55.2
86,2,Yes,10,7,3,Not Placed,83.9
100,4,Yes,4,3,4,Not Placed,89
77,1,Yes,3,9,0,Not Placed,75
92,9,Yes,7,10,3,Not Placed,68.2
78,3,No,2,5,4,Not Placed,71.6
110,5,Yes,7,2,2,Not Placed,69.4
110,2,No,2,9,3,Placed,98
74,8,No,5,8,0,Not Placed,88.4
120,3,No,3,8,1,Not Placed,60.4
137,5,No,7,1,3,Not Placed,69.2
100,7,No,6,4,2,Not Placed,77.2
90,2,Yes,4,7,4,Not Placed,80.6
142,3,No,2,6,2,Not Placed,73.4
80,8,No,4,9,4,Placed,90.5
100,10,No,3,8,3,Placed,88.4
102,8,Yes,7,9,4,Not Placed,75.3
120,3,No,10,4,0,Not Placed,92.7
105,10,No,4,8,5,Placed,87.6
92,7,No,9,6,3,Not Placed,88.9
85,2,Yes,9,9,1,Not Placed,97.8
94,9,No,4,10,2,Not Placed,63.3
84,8,No,1,1,2,Not Placed,63.4
100,9,No,8,6,3,Not Placed,94.4
91,9,No,5,10,1,Not Placed,88.6
77,7,No,10,10,3,Placed,96.3
118,4,No,0,2,0,Not Placed,53.2
92,5,No,2,3,5,Not Placed,81.4
80,7,No,3,9,5,Not Placed,57.2
97,5,No,9,5,0,Not Placed,75.2
101,10,Yes,9,5,1,Not Placed,57.8
73,8,No,1,1,3,Not Placed,56.4
104,5,No,10,10,1,Not Placed,50.6
84,5,Yes,9,2,1,Not Placed,81.5
125,5,No,3,9,0,Not Placed,68
107,4,Yes,1,7,0,Not Placed,55.3
94,7,Yes,5,4,1,Not Placed,66.1
88,2,No,9,7,1,Not Placed,58.4
98,10,No,8,10,4,Placed,97.1
109,4,Yes,0,2,0,Not Placed,66
99,3,Yes,4,5,1,Not Placed,66.7
96,10,Yes,8,9,4,Placed,92
100,8,Yes,10,2,5,Not Placed,82.4
90,7,Yes,6,3,5,Not Placed,85.5
94,3,No,10,5,5,Not Placed,81.8
68,4,Yes,5,5,1,Not Placed,97.3
114,4,Yes,6,8,4,Placed,60.4
104,10,No,8,7,1,Not Placed,99.5
88,7,No,2,3,5,Not Placed,91.5
128,8,Yes,7,5,5,Placed,79.4
101,4,Yes,0,8,5,Placed,83.1
84,8,Yes,9,5,3,Not Placed,82.4
112,1,No,5,2,0,Not Placed,52.9
105,9,Yes,8,10,5,Not Placed,60.9
105,7,No,0,2,1,Not Placed,98.1
93,4,Yes,4,1,2,Not Placed,76.7
106,8,No,7,6,5,Not Placed,68.9
96,10,No,9,1,2,Not Placed,88.1
108,2,No,10,8,4,Not Placed,76.2
71,8,Yes,5,1,0,Not Placed,50.7
93,10,Yes,5,8,4,Placed,86.8
125,6,No,2,6,0,Not Placed,86.6
88,7,No,7,9,2,Not Placed,58.3
90,7,No,0,3,5,Not Placed,97.8
93,2,No,3,7,2,Not Placed,61.2
81,2,Yes,7,2,5,Not Placed,72.9
66,4,No,5,5,4,Not Placed,55.7
96,6,Yes,10,1,5,Not Placed,80.2
102,4,No,8,5,5,Not Placed,68.8
99,6,No,0,8,3,Not Placed,67.7
97,5,Yes,1,10,2,Placed,91.3
100,6,No,0,3,0,Not Placed,50.5
115,9,No,10,6,1,Not Placed,89.9
97,6,No,3,4,1,Not Placed,78.6
91,6,No,8,8,1,Not Placed,99.3
95,8,No,3,2,2,Not Placed,79.5
108,5,No,8,5,3,Not Placed,52.8
121,5,No,5,6,2,Not Placed,52.5
90,10,No,4,8,0,Not Placed,94.2
101,1,Yes,9,2,5,Not Placed,92.1
105,6,Yes,3,9,2,Not Placed,67.3
85,1,No,9,7,2,Not Placed,80.9
100,8,No,1,10,2,Not Placed,74.5
78,10,Yes,7,4,2,Not Placed,98.4
73,9,No,2,10,0,Not Placed,97.5
105,6,Yes,0,2,2,Not Placed,99.2
94,9,No,10,8,3,Placed,93.3
103,2,No,9,2,4,Not Placed,95.5
99,9,Yes,6,2,0,Not Placed,60.9
85,4,Yes,7,9,3,Placed,91.6
99,3,No,6,4,1,Not Placed,85.4
81,1,No,3,7,1,Not Placed,98.1
120,1,No,7,10,0,Placed,78.6
79,8,No,9,4,4,Not Placed,54.3
97,2,No,3,5,2,Not Placed,79.9
84,1,Yes,4,1,0,Not Placed,84.3
108,2,No,7,10,2,Not Placed,61
95,3,No,1,1,2,Not Placed,69.7
92,4,Yes,9,10,1,Not Placed,79.9
112,9,Yes,7,10,4,Placed,68.7
100,7,No,4,3,2,Not Placed,68.7
107,5,No,4,6,0,Not Placed,56.7
85,5,Yes,6,1,1,Not Placed,97
78,6,No,3,4,2,Not Placed,87.5
101,1,No,2,9,5,Not Placed,50.1
95,6,Yes,5,2,5,Not Placed,88.3
109,6,Yes,5,2,5,Not Placed,87
98,5,No,9,2,1,Not Placed,50.5
103,10,No,5,10,1,Not Placed,68.5
75,9,Yes,6,10,0,Not Placed,80.3
128,10,Yes,3,7,0,Not Placed,72.6
97,10,Yes,2,7,3,Not Placed,88.9
110,5,Yes,2,6,2,Not Placed,71.3
87,9,Yes,2,2,5,Not Placed,57.7
104,10,No,1,5,1,Not Placed,98.8
80,7,No,5,6,3,Not Placed,62.1
106,3,No,0,6,0,Not Placed,85.9
94,9,Yes,5,10,4,Not Placed,57.2
100,10,No,7,6,1,Not Placed,66.5
110,7,Yes,5,6,4,Not Placed,72.1
81,4,Yes,1,1,4,Not Placed,59.6
89,9,No,6,4,5,Not Placed,72.5
106,6,Yes,2,1,1,Not Placed,57.9
131,9,Yes,8,3,3,Not Placed,78
97,4,No,10,2,3,Not Placed,83.2
108,10,No,7,2,1,Not Placed,53.1
98,2,Yes,5,6,5,Not Placed,93.6
129,9,Yes,0,1,2,Not Placed,59.3
73,10,No,1,4,4,Not Placed,61.3
101,4,No,7,9,3,Not Placed,83.1
75,2,No,5,3,1,Not Placed,73.4
62,7,No,0,8,0,Not Placed,75
104,7,Yes,8,9,0,Not Placed,56.4
102,5,Yes,7,2,1,Not Placed,90.3
95,5,Yes,1,5,2,Not Placed,80.9
98,8,Yes,9,6,0,Not Placed,56.8
146,6,Yes,4,5,2,Not Placed,68.7
96,1,No,2,6,1,Not Placed,90.5
107,4,Yes,0,5,1,Not Placed,78.4
90,1,Yes,6,7,4,Not Placed,55.4
104,5,No,8,5,1,Not Placed,68.6
96,5,Yes,10,5,2,Not Placed,62.1
93,4,Yes,6,7,3,Not Placed,75.9
127,9,No,2,3,0,Not Placed,92.2
117,8,Yes,5,10,0,Not Placed,71.8
102,10,No,2,7,4,Not Placed,71.7
65,3,No,3,8,3,Placed,95.3
94,5,No,0,5,2,Not Placed,78.8
140,6,No,1,4,2,Not Placed,78.3
96,5,Yes,0,2,4,Not Placed,63.1
116,8,No,9,5,1,Not Placed,80.4
121,5,Yes,1,6,3,Not Placed,78.8
103,8,No,3,9,0,Not Placed,69.8
87,10,No,5,6,3,Not Placed,99.5
63,10,No,10,6,4,Not Placed,94.1
110,3,No,7,6,1,Not Placed,87.5
87,5,No,9,8,5,Not Placed,76.9
102,4,Yes,8,6,3,Not Placed,73.1
81,6,No,9,1,1,Not Placed,59.2
96,3,No,6,1,3,Not Placed,65.3
100,10,No,3,10,0,Not Placed,88.7
104,4,No,6,2,2,Not Placed,72.7
83,4,No,0,1,3,Not Placed,94.1
117,5,No,10,3,2,Not Placed,57.4
91,6,No,9,3,2,Not Placed,75.4
74,2,Yes,10,4,2,Not Placed,82.3
98,10,No,10,6,4,Not Placed,75.8
100,8,Yes,5,10,0,Not Placed,94.5
102,4,No,0,7,2,Not Placed,99.5
120,7,No,7,9,0,Not Placed,55.8
96,7,Yes,3,8,3,Not Placed,56.5
98,10,No,7,6,5,Not Placed,56.5
83,2,Yes,7,9,0,Not Placed,84.1
112,7,Yes,1,4,1,Not Placed,68.6
102,1,No,5,6,2,Not Placed,86.7
93,2,No,9,7,3,Not Placed,70.3
71,5,No,3,2,2,Not Placed,81.4
121,8,Yes,2,1,2,Placed,88.5
81,7,No,8,10,3,Not Placed,77.4
91,3,Yes,9,8,3,Not Placed,77
105,10,Yes,8,8,4,Not Placed,54.4
82,9,No,1,7,4,Not Placed,70.5
77,5,Yes,4,9,4,Not Placed,77.3
68,3,Yes,9,9,0,Not Placed,73.1
110,7,No,9,3,1,Not Placed,95
91,4,No,6,1,1,Not Placed,95.3
143,1,No,8,9,0,Placed,91.1
85,5,No,7,1,4,Not Placed,68.8
86,8,Yes,9,1,1,Not Placed,85.9
91,4,No,3,5,4,Not Placed,69.8
103,7,No,2,2,3,Not Placed,61.6
92,8,No,0,2,0,Not Placed,67.1
109,9,No,0,5,4,Not Placed,53.5
85,9,No,8,7,0,Not Placed,66.6
79,5,No,3,6,2,Not Placed,73
73,6,No,7,5,0,Not Placed,97.8
66,7,No,3,3,0,Not Placed,65.7
92,10,No,5,9,4,Placed,95.1
95,2,Yes,3,8,0,Not Placed,61.4
90,9,Yes,1,3,5,Not Placed,59.5
118,1,Yes,0,7,5,Not Placed,75.9
118,6,No,7,3,2,Placed,83.6
94,6,No,5,6,3,Not Placed,52.2
73,7,No,0,3,5,Not Placed,61.1
91,2,Yes,4,8,1,Not Placed,72.8
91,6,Yes,2,3,3,Not Placed,66.6
90,6,Yes,1,5,0,Not Placed,85.6
89,9,Yes,2,3,5,Not Placed,75.6
90,8,Yes,1,8,2,Not Placed,58
94,5,No,9,10,2,Placed,94.7
90,7,No,1,9,3,Not Placed,64.6
103,7,Yes,0,6,4,Not Placed,86.6
105,5,Yes,2,10,1,Not Placed,89
86,7,No,2,4,0,Not Placed,98.2
119,3,Yes,3,10,0,Not Placed,74.9
85,7,No,2,4,3,Not Placed,80.8
75,6,Yes,7,5,2,Not Placed,66.7
105,6,No,3,3,2,Not Placed,83.9
87,2,No,9,4,4,Not Placed,73.2
104,2,No,0,4,1,Not Placed,71.9
63,7,No,1,1,0,Not Placed,92.8
120,1,Yes,6,1,3,Not Placed,52.5
110,9,No,5,9,4,Placed,94.1
77,3,Yes,8,3,1,Not Placed,92.6
77,6,No,5,5,0,Not Placed,75.3
125,3,Yes,1,2,1,Not Placed,74.5
88,9,No,7,1,0,Not Placed,68.1
87,10,Yes,8,7,5,Not Placed,99.7
66,7,Yes,4,10,1,Not Placed,55.6
94,1,No,5,9,1,Not Placed,79.5
96,4,No,3,4,5,Not Placed,84.1
110,5,Yes,10,4,3,Not Placed,96.7
79,7,Yes,1,3,4,Not Placed,89
77,7,Yes,4,3,2,Not Placed,82.2
106,5,Yes,4,2,1,Not Placed,55.8
115,1,Yes,0,3,3,Not Placed,68.7
76,5,No,4,5,5,Not Placed,56.9
116,5,Yes,0,8,2,Placed,94.1
100,4,Yes,2,8,4,Placed,87.5
116,6,No,10,5,4,Placed,87.9
98,8,No,8,1,1,Not Placed,82.6
62,10,No,3,10,5,Not Placed,75.4
97,5,Yes,8,2,5,Not Placed,57.5
115,8,No,5,8,0,Not Placed,66.5
86,5,No,0,10,4,Not Placed,56.8
94,3,No,2,9,3,Placed,86.2
97,8,No,2,7,1,Not Placed,58
56,4,Yes,3,9,4,Placed,85.1
125,3,Yes,9,9,1,Placed,84.6
86,3,No,3,6,0,Not Placed,73
107,6,No,7,6,4,Not Placed,56.8
98,8,No,2,7,1,Not Placed,65.7
118,10,No,10,1,3,Not Placed,66
106,5,No,3,9,4,Placed,85
96,1,No,2,1,0,Not Placed,55.7
86,1,No,6,8,2,Placed,91.5
111,3,Yes,5,10,2,Placed,88.1
71,6,No,0,2,1,Not Placed,59.3
109,2,No,9,10,4,Placed,86
83,1,Yes,0,7,4,Not Placed,83.4
118,7,Yes,5,5,0,Not Placed,87.4
102,2,No,2,8,2,Not Placed,59.4
109,8,Yes,8,10,5,Not Placed,57.9
101,2,No,1,7,3,Not Placed,61.8
73,1,Yes,2,8,5,Not Placed,68.3
87,10,No,8,2,2,Not Placed,89.7
110,2,No,5,10,4,Placed,86.9
102,2,No,0,9,3,Placed,96.3
117,7,No,1,6,3,Not Placed,52.9
106,1,No,6,6,0,Not Placed,50.6
85,3,No,5,6,5,Not Placed,85
88,5,No,0,1,1,Not Placed,64
101,7,No,9,7,1,Not Placed,66.7
65,6,No,1,2,0,Not Placed,77.3
125,8,No,5,2,4,Not Placed,55.1
106,1,Yes,5,5,4,Not Placed,82.1
118,7,No,5,6,1,Not Placed,66.3
76,9,No,8,1,2,Not Placed,81.6
118,7,No,1,1,0,Not Placed,91.7
133,6,Yes,9,1,2,Not Placed,58.6
80,9,Yes,9,7,0,Not Placed,96.5
111,4,Yes,10,1,0,Not Placed,76.5
100,10,No,8,9,1,Not Placed,96.1
76,6,Yes,8,3,1,Not Placed,60.4
107,6,No,9,10,5,Not Placed,80.2
112,10,No,8,2,2,Not Placed,70.2
90,3,No,8,6,4,Not Placed,88.7
117,7,No,2,2,3,Not Placed,80.3
74,1,No,9,5,5,Not Placed,74.7
77,8,Yes,8,5,2,Not Placed,95.6
102,8,Yes,9,9,0,Not Placed,68.9
100,8,No,8,4,3,Not Placed,61
89,9,Yes,2,8,3,Placed,80.4
112,4,Yes,3,7,5,Placed,81.2
107,6,Yes,3,7,3,Not Placed,72
112,7,No,3,1,5,Not Placed,74.3
98,2,No,6,6,3,Not Placed,98
109,6,Yes,4,6,5,Not Placed,86.6
93,8,No,6,10,5,Not Placed,55.5
130,4,No,5,8,3,Placed,60.6
87,5,No,6,6,2,Not Placed,98.8
131,8,Yes,7,8,1,Placed,86.3
100,3,Yes,5,6,1,Not Placed,95.8
79,6,Yes,8,8,0,Not Placed,65.2
120,1,No,3,5,4,Placed,87.1
101,4,Yes,4,9,2,Placed,85.7
112,6,Yes,8,4,3,Not Placed,64.7
118,3,Yes,8,6,1,Not Placed,77.5
105,1,No,1,2,0,Not Placed,81.4
91,6,No,1,3,3,Not Placed,74.1
114,3,No,8,4,0,Not Placed,91.4
100,8,No,5,3,3,Not Placed,91.6
110,7,No,7,7,5,Not Placed,92.5
67,7,Yes,7,9,3,Placed,90.2
106,8,No,7,6,1,Not Placed,74.4
90,7,No,4,3,1,Not Placed,69.1
124,5,Yes,10,9,3,Placed,91.6
109,10,No,10,1,1,Not Placed,74.5
103,8,Yes,9,5,2,Not Placed,62.3
107,8,No,3,10,3,Not Placed,75.4
85,8,Yes,2,10,1,Not Placed,57.1
124,10,No,3,5,0,Not Placed,84.6
129,6,Yes,7,2,0,Not Placed,66.8
105,2,Yes,3,5,0,Not Placed,63
123,8,No,7,1,4,Placed,97.8
91,10,No,7,1,0,Not Placed,88.8
88,1,No,0,4,5,Not Placed,89.4
100,9,No,10,6,0,Not Placed,81.2
106,9,No,10,2,2,Not Placed,92
94,6,No,8,5,2,Not Placed,88
108,10,Yes,2,10,4,Not Placed,79.9
104,6,Yes,5,5,2,Not Placed,98.1
85,6,Yes,2,3,1,Not Placed,59.6
107,4,No,8,4,0,Not Placed,97.2
112,1,No,0,2,1,Not Placed,70.1
102,1,Yes,6,7,4,Not Placed,76.4
117,1,No,4,3,1,Not Placed,56.1
81,5,Yes,2,6,5,Not Placed,77
107,7,No,10,9,1,Not Placed,80.6
82,1,No,6,7,1,Not Placed,99.9
83,1,No,0,4,5,Not Placed,98.8
90,6,Yes,5,2,2,Not Placed,98.3
85,2,Yes,6,7,0,Not Placed,67.4
91,2,No,8,8,5,Placed,99.6
96,7,No,8,3,1,Not Placed,72.8
112,9,No,6,7,3,Placed,92.6
95,8,No,4,1,0,Not Placed,60.8
76,2,Yes,6,8,0,Not Placed,75.3
117,7,No,10,7,3,Placed,98.3
87,5,No,0,6,4,Not Placed,97.4
99,10,No,6,3,4,Not Placed,84.2
106,4,No,9,4,0,Not Placed,89.9
102,10,No,3,8,2,Not Placed,58.8
116,4,No,1,1,5,Placed,86.1
107,4,Yes,5,2,4,Not Placed,80.9
87,9,Yes,6,1,4,Not Placed,54.6
132,7,Yes,10,4,1,Not Placed,55.7
102,7,No,6,6,1,Not Placed,55.4
97,4,No,7,5,4,Not Placed,86.2
114,9,No,4,6,2,Not Placed,57.1
103,8,Yes,9,2,1,Not Placed,73.4
105,10,Yes,10,5,5,Not Placed,67.8
137,4,Yes,9,1,2,Not Placed,77.5
95,6,No,10,6,5,Not Placed,85.3
95,4,No,7,4,5,Not Placed,84.2
101,1,No,3,10,0,Not Placed,75.8
116,5,No,9,9,5,Placed,73.2
77,10,Yes,0,3,5,Not Placed,69.9
70,3,Yes,7,3,2,Not Placed,93.1
91,1,No,3,9,1,Not Placed,66.5
75,2,No,4,4,5,Not Placed,63
93,2,Yes,3,7,3,Not Placed,87.2
107,8,No,6,10,2,Not Placed,68
86,4,No,9,2,4,Not Placed,92.3
78,3,No,2,1,5,Not Placed,66.4
101,4,No,1,10,5,Placed,85.1
112,10,Yes,9,1,2,Not Placed,52.3
74,1,Yes,1,6,2,Not Placed,69.3
112,1,No,6,4,2,Not Placed,67.2
112,5,Yes,10,2,4,Placed,90.8
114,7,Yes,9,7,5,Placed,98.4
118,9,No,5,8,2,Placed,73
133,7,No,1,7,3,Placed,91.2
94,5,No,7,10,4,Placed,85
101,3,No,5,9,3,Placed,98.4
93,8,Yes,7,1,3,Not Placed,90.6
100,7,No,5,10,3,Not Placed,53.9
122,4,No,3,6,4,Placed,85.7
79,1,No,7,8,1,Not Placed,76.8
